id,model_no,description
212,GC-30,"Model GC-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 180 LPM and the maximum head is 35.0 meters (115 feet). The rated head is 20.0 meters at a rated flow of 140.0 LPM. More details: https://www.hungpump.com/gc"
213,GC-3053,"Model GC-3053 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 180 LPM and the maximum head is 35.0 meters (115 feet). The rated head is 20.0 meters at a rated flow of 140.0 LPM. More details: https://www.hungpump.com/gc"
214,GC-30-3,"Model GC-30-3 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 180 LPM and the maximum head is 35.0 meters (115 feet). The rated head is 20.0 meters at a rated flow of 140.0 LPM. More details: https://www.hungpump.com/gc"
215,GC-30,"Model GC-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 180 LPM and the maximum head is 35.0 meters (115 feet). The rated head is 20.0 meters at a rated flow of 140.0 LPM. More details: https://www.hungpump.com/gc"
216,GC-50,"Model GC-50 is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 65.0 mm (2-1/2""), and can handle solids up to nan mm. The maximum flow is 320 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 220.0 LPM. More details: https://www.hungpump.com/gc"
217,GC-5053,"Model GC-5053 is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 65.0 mm (2-1/2""), and can handle solids up to nan mm. The maximum flow is 320 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 220.0 LPM. More details: https://www.hungpump.com/gc"
218,GC-50-3,"Model GC-50-3 is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 65.0 mm (2-1/2""), and can handle solids up to nan mm. The maximum flow is 320 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 220.0 LPM. More details: https://www.hungpump.com/gc"
219,GC-75,"Model GC-75 is a 5.5kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 65.0 mm (2-1/2""), and can handle solids up to nan mm. The maximum flow is 320 LPM and the maximum head is 50.0 meters (164 feet). The rated head is 30.0 meters at a rated flow of 260.0 LPM. More details: https://www.hungpump.com/gc"
220,GD-15,"Model GD-15 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 230 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 10.0 meters at a rated flow of 170.0 LPM. More details: https://www.hungpump.com/gd"
221,GD-15,"Model GD-15 is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 230 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 10.0 meters at a rated flow of 170.0 LPM. More details: https://www.hungpump.com/gd"
222,GD-20,"Model GD-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 235 LPM and the maximum head is 23.0 meters (75 feet). The rated head is 15.0 meters at a rated flow of 150.0 LPM. More details: https://www.hungpump.com/gd"
223,GD-20,"Model GD-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 235 LPM and the maximum head is 23.0 meters (75 feet). The rated head is 15.0 meters at a rated flow of 150.0 LPM. More details: https://www.hungpump.com/gd"
224,GD-30,"Model GD-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 235 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 20.0 meters at a rated flow of 200.0 LPM. More details: https://www.hungpump.com/gd"
225,GDH-15,"Model GDH-15 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 110 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 20.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/gdh"
226,GDH-15,"Model GDH-15 is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 110 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 20.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/gdh"
227,GDH-20,"Model GDH-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 175 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 20.0 meters at a rated flow of 135.0 LPM. More details: https://www.hungpump.com/gdh"
228,GDH-20,"Model GDH-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 175 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 20.0 meters at a rated flow of 135.0 LPM. More details: https://www.hungpump.com/gdh"
229,GDH-20-3,"Model GDH-20-3 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 175 LPM and the maximum head is 30.0 meters (98 feet). The rated head is 4.0 meters at a rated flow of 135.0 LPM. More details: https://www.hungpump.com/gdh"
230,GDH-20C,"Model GDH-20C is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 400 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 14.0 meters at a rated flow of 300.0 LPM. More details: https://www.hungpump.com/gdh"
231,GP-411,"Model GP-411 is a 11kW pump operating at 50Hz, 1-phase. It is categorized for Construction applications. It has an outlet size of 100.0 mm (4""), and can handle solids up to 30.0 mm. The maximum flow is 3200 LPM and the maximum head is 19.0 meters (62 feet). The rated head is 50.0 meters at a rated flow of 1800.0 LPM. More details: https://www.hungpump.com/gp"
232,GS-15,"Model GS-15 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 50 LPM and the maximum head is 85.0 meters (280 feet). The rated head is 50.0 meters at a rated flow of 20.0 LPM. More details: https://www.hungpump.com/gs"
233,GS-15A,"Model GS-15A is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 50 LPM and the maximum head is 85.0 meters (280 feet). The rated head is 50.0 meters at a rated flow of 20.0 LPM. More details: https://www.hungpump.com/gs"
234,GS-15,"Model GS-15 is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 50 LPM and the maximum head is 85.0 meters (280 feet). The rated head is 50.0 meters at a rated flow of 20.0 LPM. More details: https://www.hungpump.com/gs"
235,GS-15TA,"Model GS-15TA is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Grinder applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 50 LPM and the maximum head is 85.0 meters (280 feet). The rated head is 6.0 meters at a rated flow of 20.0 LPM. More details: https://www.hungpump.com/gs"
236,HD-10,"Model HD-10 is a 750W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 600 LPM and the maximum head is 9.5 meters (31 feet). The rated head is 6.0 meters at a rated flow of 320.0 LPM. More details: https://www.hungpump.com/hd"
237,HD-10,"Model HD-10 is a 750W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 600 LPM and the maximum head is 9.5 meters (31 feet). The rated head is 6.0 meters at a rated flow of 320.0 LPM. More details: https://www.hungpump.com/hd"
238,HD-15,"Model HD-15 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 820 LPM and the maximum head is 10.0 meters (33 feet). The rated head is 6.0 meters at a rated flow of 440.0 LPM. More details: https://www.hungpump.com/hd"
239,HD-15,"Model HD-15 is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 820 LPM and the maximum head is 10.0 meters (33 feet). The rated head is 6.0 meters at a rated flow of 440.0 LPM. More details: https://www.hungpump.com/hd"
240,HD-20,"Model HD-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 1050 LPM and the maximum head is 11.5 meters (38 feet). The rated head is 6.0 meters at a rated flow of 790.0 LPM. More details: https://www.hungpump.com/hd"
241,HD-20,"Model HD-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 10.0 mm. The maximum flow is 1050 LPM and the maximum head is 11.5 meters (38 feet). The rated head is 4.5 meters at a rated flow of 790.0 LPM. More details: https://www.hungpump.com/hd"
242,HF-10,"Model HF-10 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Sewage and Wastewater applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 19.0 mm. The maximum flow is 850 LPM and the maximum head is 8.0 meters (26 feet). The rated head is 4.5 meters at a rated flow of 550.0 LPM. More details: https://www.hungpump.com/hf"
243,HF-10,"Model HF-10 is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Sewage and Wastewater applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 19.0 mm. The maximum flow is 850 LPM and the maximum head is 8.0 meters (26 feet). The rated head is 7.5 meters at a rated flow of 550.0 LPM. More details: https://www.hungpump.com/hf"
244,HF-20,"Model HF-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Sewage and Wastewater applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 19.0 mm. The maximum flow is 1200 LPM and the maximum head is 12.0 meters (39 feet). The rated head is 7.5 meters at a rated flow of 610.0 LPM. More details: https://www.hungpump.com/hf"
245,HF-20,"Model HF-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Sewage and Wastewater applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 19.0 mm. The maximum flow is 1200 LPM and the maximum head is 12.0 meters (39 feet). The rated head is 12.0 meters at a rated flow of 610.0 LPM. More details: https://www.hungpump.com/hf"
246,JA-20,"Model JA-20 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 620 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 12.0 meters at a rated flow of 410.0 LPM. More details: https://www.hungpump.com/ja"
247,JA-20,"Model JA-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 620 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 12.0 meters at a rated flow of 410.0 LPM. More details: https://www.hungpump.com/ja"
248,JA-20,"Model JA-20 is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 620 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 410.0 LPM. More details: https://www.hungpump.com/ja"
249,JA-30,"Model JA-30 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 780 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 610.0 LPM. More details: https://www.hungpump.com/ja"
250,JA-30,"Model JA-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 780 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 10.0 meters at a rated flow of 610.0 LPM. More details: https://www.hungpump.com/ja"
251,JA-30,"Model JA-30 is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Dirty Water applications. It has an outlet size of 80.0 mm (3""), and can handle solids up to 35.0 mm. The maximum flow is 780 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 15.0 meters at a rated flow of 610.0 LPM. More details: https://www.hungpump.com/ja"
